wikibase_lexeme	wikibase_statement	lila_id	wikidata_lexeme
L96590	L96590-90A33093-2F03-44D0-916B-C487026E9613	lemma/113688	L279416
L96592	L96592-2E29127B-094D-4B08-BAFD-C7854CB44D1F	lemma/113711	L279403
L96593	L96593-B7F6902D-61B5-4A8E-A42D-A26FD003E496	lemma/114165	L279404
L96594	L96594-D47AC81C-585F-46AC-87A4-03652E769C9A	lemma/113716	L279405
L96595	L96595-FE71ADEE-09E8-4E1C-860C-1E2F2CDBC37A	lemma/114101	L279406
L96596	L96596-1A5611ED-7B9C-46F0-BF28-06A3B6FE713A	lemma/114101	L279406
L96597	L96597-ABB2AD49-2AF7-4912-AC6E-CAD839F11A21	lemma/113717	L279409
L96600	L96600-3E4262AC-7284-4EC2-95C9-30E7897F4F8A	lemma/113723	L279411
L96601	L96601-8C06DDC5-15AF-49E2-A7A2-D8C4722B8459	lemma/113726	L279413
L96602	L96602-7D990EA9-8560-483E-933F-4128F2D7E729	lemma/113746	L279414
L96603	L96603-A08AA9DA-3C33-46E2-9BF0-1F87DB5C94BD	lemma/113748	L279415
L96608	L96608-45FD3C7B-6FEE-4999-A9B8-EBE0FF32B89C	lemma/138691	L279419
L96609	L96609-9ACBAC01-1122-4DAB-B670-EA8EF05968D7	lemma/113752	L279420
L96610	L96610-846ACE65-320C-4DD9-BD0C-775F6273ACA6	lemma/113753	L279421
L96612	L96612-8052450E-9575-436A-8055-A906CD20C91D	hypolemma/28834	L279422
L96613	L96613-459D241D-0DA6-4E5A-AB63-224532918AC8	lemma/113754	L279423
L96614	L96614-8AC0602C-78F1-48AC-8482-C9D65D001345	lemma/113758	L1058807
L96615	L96615-B2FBAAC1-A7F7-42AC-A8E1-546E7F5311DE	lemma/113764	L1058814
L96616	L96616-75774A85-F040-4B56-9045-93124B29B2C3	lemma/113765	L279424
L96617	L96617-10A01F62-124D-4542-870A-7E3990F2ECD3	lemma/113769	L279425
L96618	L96618-59298E41-9E6E-439F-AAFB-08F6A1FAC4C6	lemma/113771	L279426
L96619	L96619-1D07EEA4-9BEB-441A-B520-BB6E48C97DF4	lemma/113772	L279427
L96620	L96620-BC8FE715-F6ED-4AA8-AC94-04482C94AD6A	lemma/113773	L279428
L96621	L96621-BFBA0788-AD6A-42F1-A21B-AE6D31955034	lemma/113776	L279430
L96622	L96622-430818A5-F963-4207-9D8E-09B5B9F7834D	lemma/113780	L279431
L96623	L96623-C11FB406-5188-4266-ABA1-03E48062B61E	lemma/113784	L279432
L96624	L96624-F5C4DF36-B26B-4040-9EBB-218543E5D4E6	lemma/113786	L279433
L96625	L96625-C5ACEB14-2569-4D30-B494-1B25FA3A8FA1	lemma/113788	L279434
L96626	L96626-A75561D6-BDE5-4A50-8B62-CF317F6D686B	lemma/113813	L1058843
L96627	L96627-D4901E7A-57A9-405A-B89F-48A11F9D769E	lemma/113794	L279436
L96628	L96628-9873585F-FF39-4987-9AE3-B186BB250A0A	lemma/113797	L279438
L96629	L96629-3D627B86-1979-4646-B8F6-CD78D936EC34	lemma/113798	L1058835
L96631	L96631-327B6684-6B13-4649-ABBE-5B81E22EC33C	lemma/113805	L279443
L96632	L96632-F12360A6-3B5A-46CA-934F-D6163BDE1098	lemma/113810	L279448
L96634	L96634-EE60F9A1-27A0-496C-BA72-C8BCFE50AE8C	lemma/114108	L30640
L96635	L96635-1C8319E2-D403-4D1D-9207-56E54144D30E	lemma/113545	L279452
L96637	L96637-CC6DBAE5-CD76-4C46-8790-5F59282FF8E2	lemma/113817	L1058847
L96638	L96638-A6CCCA70-7689-4CF6-B834-1423555AFFDD	lemma/113820	L1058850
L96639	L96639-4F95FED1-C3CF-4473-8571-8C76FDC4B3EA	lemma/113821	L279455
L96640	L96640-E3973661-6FF7-4817-94FA-8E81F2A60E73	lemma/113822	L279456
L96641	L96641-0C965E05-5EC2-44A5-A641-A03B710E9805	lemma/114073	L279457
L96642	L96642-B8833258-29F1-41F5-AB33-48FD87CA1608	lemma/113827	L1058856
L96643	L96643-D35DA3F6-80F8-4733-90A9-FDA43BD8AD47	lemma/113743	L279460
L96644	L96644-59F2C7FF-1091-4901-83BA-B82642A01A68	lemma/114074	L279461
L96646	L96646-F9997BC6-2151-4888-A54F-BD52088D7BF7	lemma/114154	L279464
L96649	L96649-31C13D66-B390-4F05-85EE-9F669A542B35	lemma/113508	L1058643
L96650	L96650-0E1E8CB9-9FB9-49AB-9E6E-A34EE1B6F793	lemma/113832	L1058860
L96652	L96652-571B0474-8F2E-429B-ADCD-702ED85822B0	lemma/113839	L279472
L96653	L96653-B9FC7F16-C748-481B-9EF0-511DBB8CB1D7	lemma/113840	L279473
L96655	L96655-43A7801D-FCDB-4640-932E-915585A295E3	lemma/114076	L1059018
L96656	L96656-5637552B-4674-432E-99AC-3279FD3E8D0E	lemma/113843	L279476
L96657	L96657-0E60EF18-EB43-4F5E-9CA5-0565E578D5F2	lemma/113844	L279477
L96659	L96659-A208CAEE-14BE-4001-91A7-D9F403425836	lemma/113850	L279480
L96660	L96660-6198D3EE-846D-4523-B6AE-0A4AA98CB328	lemma/113851	L279482
L96661	L96661-1A6A79B3-5C38-42FF-8A3B-A84956F0D486	lemma/113853	L279483
L96662	L96662-EB5B379C-0EE1-461A-8FE4-B9AA0E80B287	lemma/113857	L279484
L96663	L96663-0ACBD3F3-2E3A-47B5-BE95-49822E168F0C	lemma/113858	L279485
L96664	L96664-C1E29635-4C02-4F6F-A034-C1C927837544	lemma/113859	L1058877
L96665	L96665-E0BE75C8-52FF-4EA8-9A53-F47E84823BAD	lemma/113861	L279486
L96666	L96666-0026DE31-570B-419D-A3B9-781ADFD7CC81	lemma/113852	L279490
L96668	L96668-AE0CBC6C-AEFA-4F77-8099-D89950E0CE71	lemma/113852	L279490
L96669	L96669-EEE75DB1-6322-497E-8C48-C9EBC051A55D	lemma/113393	L279492
L96670	L96670-154B6E9D-3CD8-4C37-AD1C-6E0C28FE32B7	lemma/113869	L279494
L96671	L96671-625ACDFF-CC75-436E-BF92-98863186D8E7	lemma/113873	L1058887
L96672	L96672-79012104-E902-447B-97BA-800CB73D27DE	lemma/113879	L279500
L96673	L96673-074A2CCA-9F2B-4EA7-AE69-F6DAA269C225	lemma/114113	L279501
L96675	L96675-ABBBE7E3-69AB-4A67-89CD-0674064DD412	lemma/113727	L279506
L96678	L96678-0466C3B2-BF81-4136-8F3F-188AEB9253F1	lemma/113890	L279507
L96679	L96679-160F9CCF-04E0-45AC-868E-9063DB7E75F5	lemma/113891	L1058901
L96682	L96682-344C1C96-D3F1-4F05-B973-C7F2C49B17D7	lemma/113895	L1058904
L96684	L96684-D2044EE1-C04F-422A-B5FA-2959ECC5D6C1	lemma/113898	L279516
L96685	L96685-37B22A8F-3211-432A-A2A1-0DAB170C61EF	lemma/113899	L279520
L96686	L96686-76DE7547-F2BB-490F-B63E-6720D84013D9	lemma/113900	L279522
L96687	L96687-83A4F6C8-3A02-4EB7-9549-3D79711900F6	lemma/113901	L25960
L96690	L96690-957D560F-A7DB-4BB1-A920-016F1C8EDDFB	lemma/113908	L279527
L96691	L96691-A3C2B703-B5AA-4F4C-ADE5-0FC987B1F086	lemma/113909	L279528
L96693	L96693-6A92C2F4-B9B4-445E-8B82-12DBD94A089E	lemma/113911	L279530
L96694	L96694-C47A0618-9C61-4984-8D68-7501A340C207	lemma/113914	L279531
L96696	L96696-054F8816-111D-4692-B02D-10FFDB8E7A60	lemma/113920	L279535
L96697	L96697-B879FAB3-1007-4961-8ED5-EE23EA4DBBBE	lemma/113923	L279537
L96699	L96699-99EA7FC3-14BE-4FCE-B990-A92A8F9176D8	lemma/113935	L279539
L96701	L96701-270E8EDF-23BD-4B87-84B9-FFBD88AABE6C	lemma/113944	L279543
L96702	L96702-69069FBC-3152-4933-AA5F-F93A2772692D	lemma/113946	L279544
L96703	L96703-FF120D9C-043E-4BEF-9102-01B5E412489C	lemma/113730	L1058792
L96704	L96704-BE9BD85E-8338-40DF-BCDA-777CBB0CA13F	lemma/113952	L279547
L96705	L96705-E54A92B4-61FE-4E14-A8C9-7E4B3657B3D3	lemma/113951	L279548
L96706	L96706-D8C55C33-C321-402C-8857-033211DA601E	lemma/113954	L1058941
L96707	L96707-BEC7AE91-184D-4319-BAC4-A5FFE8785EFB	lemma/113959	L279549
L96709	L96709-C98D224F-B0C1-420D-990A-AC3981FC1E48	lemma/114161	L1059075
L96710	L96710-AF00423A-56FA-4501-90D5-5F6CD3805988	lemma/113791	L279553
L96711	L96711-DB1785CE-E0E2-433E-B2FB-77B5D24785E2	lemma/113968	L279555
L96712	L96712-F4B60787-7B37-4A22-AB88-83E684EA506B	lemma/113969	L279556
L96713	L96713-E2CAA02F-205B-47F7-9943-9FEB5CEDEA84	lemma/113967	L1058952
L96715	L96715-CBE9846D-63C0-45C2-AEE1-0E2BA4B2EC67	lemma/113980	L279565
L96716	L96716-A661A88B-55E6-483A-BF62-11C922648B7B	lemma/113981	L279566
L96717	L96717-5129E25B-02F2-4551-AAF2-D731D858D5BF	lemma/113982	L279568
L96718	L96718-95E0F2DF-2DF6-4056-AC47-3E0A8F39FE3C	lemma/113983	L279569
L96719	L96719-7D25D93F-1AD0-4B26-970E-21D4FD4CD356	lemma/113988	L279573
L96720	L96720-B5F09828-0FB3-4E03-86DF-9FB0C6AB5435	lemma/113989	L279574
L96721	L96721-2838B817-25EA-4BE2-8E49-B1F39B3BA0D1	lemma/114082	L1059024
L96724	L96724-14799C29-8EC5-49B9-A64C-0D854CC3F5F2	lemma/113990	L23281
L96726	L96726-894401F1-96AF-444B-8CC9-019E1061DEB1	lemma/114115	L1059049
L96727	L96727-C1070D6F-8232-4FB4-8AA2-C8974305C257	lemma/113993	L279588
L96728	L96728-1C4419DB-B0DB-4434-A931-BB39CA00BEDD	lemma/113996	L279590
L96729	L96729-E6CBFC82-DCE0-4122-822A-D54AB7F8FEAA	lemma/113451	L1058609
L96730	L96730-FC661DAF-9C12-44A9-B2D6-B50FE87775CC	lemma/114000	L1058967
L96731	L96731-4757E2DC-9501-48F1-B918-BA6CB08C6CB0	lemma/114003	L279592
L96732	L96732-0D80E3FD-3820-4B4C-A86C-FF088ADB3BA8	lemma/113501	L279593
L96739	L96739-F027C9D8-0A93-40D6-8CCE-42A2E0581BC1	lemma/114010	L279607
L96740	L96740-B1656947-9327-4E5B-8907-3EEA8FC414C4	lemma/113923	L279537
L96741	L96741-84A62A2D-2664-4E85-9DF5-6C13BC772C17	lemma/114126	L279608
L96742	L96742-5C880483-F04C-411F-9865-23F70AD6A5C9	lemma/114013	L1058974
L96743	L96743-F3709020-563A-48B5-BFAA-33C4645CA959	lemma/114014	L279610
L96746	L96746-7F7BD0F3-757A-4548-A1CB-1D4549287990	lemma/114085	L279612
L96747	L96747-9FE5F576-23FB-482B-8F42-CEF7CA850474	lemma/114026	L279616
L96748	L96748-C606950B-891F-486B-ABD5-44E4DB31D84A	lemma/113738	L279618
L96749	L96749-4F63A318-EDEF-49FE-8103-123A00E3E104	lemma/114028	L279620
L96750	L96750-E1FA7709-AA84-4F4E-82C5-E23F96C535F9	lemma/114033	L279621
L96751	L96751-DDF19B76-DE64-4F52-B085-1345BB2FE09F	lemma/114035	L279622
L96752	L96752-B3D95DD5-63F5-4D32-BFE6-3D4A23BDFF4D	lemma/114038	L279625
L96753	L96753-6D2B5ADB-ECE2-44D7-9C1C-ACF8E03B9E87	lemma/114042	L279627
L96754	L96754-A5339B9F-6D89-4D26-AD05-ABBB3E24B72A	lemma/114043	L279628
L96755	L96755-D0292A53-D0F1-411B-AC5F-BC0E8DA8BA48	lemma/114044	L279629
L96760	L96760-81E4664A-4860-422B-BFF1-C91C5C54D5D5	lemma/114182	L279639
L96761	L96761-66D9D7C0-EB5F-4557-80D7-889CEA1FBB26	lemma/114186	L279640
L96762	L96762-57C433CA-FFD1-4629-B1C2-7042ABF5E4B8	lemma/114187	L279641
L96763	L96763-F807843E-56AC-411A-AA2B-4CD47755CDF5	lemma/114196	L1059099
L96764	L96764-E997CC5C-9478-4740-BAA0-445E375BE9AE	lemma/114198	L279643
L96766	L96766-6B5CA113-0115-4C53-9394-FC49F1319181	lemma/114198	L279643
L96767	L96767-7682BC86-6E0B-4AC3-8CA1-1CA3C1900139	lemma/114199	L279644
L96768	L96768-66834C19-9515-463C-858C-F74B44617E2D	lemma/114201	L279646
L96769	L96769-8FBF4593-F874-4DD9-AC4F-BAE9657BD48F	lemma/114202	L279647
L96771	L96771-32E3CBA9-3376-4B65-82CE-32A62DB41DFF	lemma/114208	L279649
L96772	L96772-A4D061A0-A9BC-43AA-9AEC-660D8C8FBB35	lemma/115490	L279650
L96773	L96773-EC8F69C7-8CA1-4147-9626-320A6A1E389A	lemma/114208	L279649
L96774	L96774-03D53D9E-3E60-44BB-83C4-93217D7B3235	lemma/114201	L279646
L96775	L96775-F4AE0F73-6D85-4CAD-874C-47CC4E7E91D6	lemma/114215	L38546
L96776	L96776-998A07F6-66D7-43ED-B0E5-6045FA430F5A	lemma/114216	L279658
L96777	L96777-A49363B2-B51F-4726-8568-0C71308F29F9	lemma/114217	L1059110
L96779	L96779-FB25A621-5B76-4A25-B26F-8DC5BBDBC4C4	lemma/114221	L279660
L96780	L96780-48C953F6-3A0F-4EA3-B3DF-429429C2626A	lemma/114485	L279809
L96783	L96783-CC16AC38-B50B-4718-B0C8-E49518E4D381	lemma/114231	L1059120
L96784	L96784-73557AAD-4493-4A7B-8696-390B23615DB6	lemma/114233	L279666
L96785	L96785-139E6391-85AB-436B-9A6A-0817634A4D3E	hypolemma/29277	L279668
L96786	L96786-D960C726-9025-4C7A-ACC7-22D25A7DAC91	lemma/114236	L1059124
L96787	L96787-4D422DA9-1C8E-41D6-B1B1-7D286562997F	lemma/114215	L38546
L96789	L96789-CB939E5B-DE35-4FF5-BCA6-2242AFC2015F	lemma/114237	L279671
L96790	L96790-9E2F5841-2C21-41E5-95A4-93323A037BE3	lemma/114238	L1059125
L96792	L96792-837D1A5B-BDEA-4D22-9D63-5F935E61B970	lemma/114239	L279663
L96794	L96794-E3CD79D5-2885-4D3F-9CE1-D67E7926774B	lemma/115554	L1060101
L96795	L96795-C2AA6042-E5BF-4057-A19F-C4322F32506A	lemma/114241	L1059127
L96796	L96796-224D7A89-6719-460D-8E9F-40A7C0AD2BF5	lemma/114243	L279672
L96797	L96797-0B498E4D-4D54-4302-A762-C2B24E34296F	lemma/114242	L279673
L96798	L96798-7B7DCEFD-922C-4758-AF03-71EC84275BF5	lemma/114245	L279674
L96799	L96799-A18B0B38-2D82-4666-9E8F-38CE0FCA6A64	lemma/114247	L1059129
L96801	L96801-25BB5F08-5B54-4718-A348-A8902ECF7623	lemma/114259	L279676
L96802	L96802-21FD2487-8CD2-400B-9F08-F96B73508BEC	lemma/114261	L279678
L96803	L96803-2998F8EE-6921-4EEC-8037-FCED4668D44D	lemma/114265	L279679
L96804	L96804-A40B58A7-5495-444B-A7D5-3B316A8007DC	lemma/114267	L1059143
L96805	L96805-BDC13B48-F884-4420-8952-3AB6DF2CAF9A	lemma/114277	L279684
L96806	L96806-8A5765B2-116E-4697-982F-37174636D969	lemma/114269	L279680
L96807	L96807-2906C290-A153-4CF3-9446-D9B0F35B769B	lemma/114270	L279681
L96809	L96809-FEB59E97-16CF-4446-B0E5-E37744B772FE	lemma/114272	L279682
L96810	L96810-A8E7BA8F-63F0-40A5-9314-C0F0E6924E26	lemma/114274	L279683
L96811	L96811-C1343D2A-8449-4F6C-B525-5A6A64CC0447	lemma/114277	L279684
L96812	L96812-5F86E50D-5AE4-4F0E-9A06-53933CCBB054	lemma/114279	L1059150
L96813	L96813-E685BF0E-4BE4-4367-BF26-8B94DE438E7F	lemma/114280	L1059152
L96814	L96814-410AFE51-BA0E-4218-88CC-C7C93453C5C1	lemma/114281	L279685
L96815	L96815-0AB8B8F8-C149-4C71-AB4E-B17C901E6484	lemma/114269	L279680
L96817	L96817-67929713-2EF2-47D0-80BA-4537678A3678	lemma/114282	L279687
L96822	L96822-68DD6A7A-D7C8-4D22-9B71-48EB423FFB3E	lemma/114288	L279691
L96823	L96823-3578F657-5F0A-49FC-836E-78C1093F7623	lemma/114289	L279692
L96824	L96824-4DCB010D-4391-444E-AA21-28A2B92B3CCE	lemma/114290	L279693
L96825	L96825-92F9B93E-05B4-4E1C-BA24-0F9F55EF84C9	lemma/114292	L279694
L96826	L96826-EA9B0E1B-03B3-46E2-AACD-A157D9B4E9DF	lemma/114297	L279696
L96827	L96827-0EC56B28-3F78-4C83-AD3A-FBDC1D939195	lemma/114299	L279697
L96828	L96828-A9365CD7-B55D-4DF3-9046-7BCD0D562A49	lemma/114302	L279698
L96829	L96829-29E05037-1D32-4B1D-8EE3-11C255385CB0	lemma/114312	L279699
L96830	L96830-4521A8C8-F666-4BBB-8E7D-579FEBEA6C5B	lemma/114316	L279700
L96831	L96831-2146D4B8-F74C-44C2-95C7-2867036BFED9	lemma/114319	L279701
L96832	L96832-A84528EA-98DE-417B-8579-AD376BF66EC2	lemma/114319	L279701
L96834	L96834-EC82BF9E-8710-48B7-AA6E-3501BE25D976	lemma/114322	L279703
L96835	L96835-C51A3975-3BF2-4DAD-AA67-9299B615CBFC	hypolemma/29401	L279706
L96836	L96836-7E1C08FD-E54E-4D80-9EFD-D3BAADAEA71A	hypolemma/29401	L279706
L96837	L96837-82A359D9-3853-477B-BAAD-F78C6A14B392	lemma/114326	L279707
L96839	L96839-3B872977-9EEF-45F6-8D33-B1D2D1636998	lemma/114331	L279710
L96840	L96840-BB99CC81-42AE-4C36-A7B4-0D377EFFE7B5	lemma/114332	L1059185
L96841	L96841-B393B305-4336-4871-8235-BCE3F02C0AE4	lemma/114333	L279711
L96842	L96842-8F4069A4-0551-452A-BCEB-3C698DCAD910	lemma/114331	L279710
L96846	L96846-261D839E-6412-42D0-A30C-6670B2E5F636	lemma/114340	L279718
L96847	L96847-D1C757A5-EE86-4530-A45A-7B63FF0A2794	lemma/114341	L279719
L96848	L96848-58DB1CD5-AC1B-4351-B182-FFB870809489	hypolemma/29422	L279720
L96852	L96852-610F38CF-D272-4857-8E4B-AF719D6B6723	lemma/114355	L1059200
L96853	L96853-46090D80-F8F0-4DE1-AB0D-AF4D6DBCFE86	lemma/114355	L1059200
L96854	L96854-21E8AEE3-9F05-4EB4-A92A-FD584CE48806	lemma/114359	L1059204
L96855	L96855-E0215698-DF9D-4BC2-AC42-812D8185736A	lemma/114360	L1059206
L96856	L96856-65B6B93A-64D4-45FB-9548-4D2D9EB0A54B	lemma/114363	L279728
L96859	L96859-17F7500B-878E-4419-A4C3-41D1528E0F7F	lemma/114369	L279735
L96860	L96860-D9BA6DEA-4A16-4ABC-A18A-AE4DE8A2ED64	lemma/114373	L1059215
L96863	L96863-46A29580-B78B-432C-926A-C5859FFEDCD3	lemma/114378	L1059218
L96864	L96864-D312B8D4-0804-44E9-9AD3-06AC676AA295	lemma/114384	L279747
L96865	L96865-59997F19-FDC7-4643-AFEF-B93E7BEE8B76	lemma/114385	L279748
L96866	L96866-613A8489-BDDE-4732-8D1A-A70E3C362D29	lemma/114387	L279749
L96870	L96870-7FCE2C11-3207-4AA8-8187-A1DFBCEF6873	lemma/114396	L279753
L96872	L96872-C0902235-496D-4FEA-A7B7-1A33A2E30934	lemma/114409	L279756
L96874	L96874-3E6CE889-76B9-41E7-9909-70439DDC400E	lemma/114403	L279758
L96878	L96878-D7AB51F5-14D2-4D1A-8B52-18610E502D90	lemma/114397	L1059231
L96880	L96880-1952363C-6E47-4002-A9FA-FA1E31DC4E7D	lemma/114413	L1059244
L96881	L96881-8083FFEC-D8FE-44F8-9FFC-3E9B31B055A7	lemma/114414	L279762
L96882	L96882-FBC6A679-2ED2-4CB5-8DB1-AED9F0A9BA0A	lemma/114415	L279763
L96883	L96883-F6497F08-ECCA-4BC5-88F0-C5D4DC54CB39	lemma/114416	L279764
L96884	L96884-86771EFE-B3DF-4682-8A33-E3786C14824A	lemma/114417	L279765
L96886	L96886-E6EAC5C4-B74F-43C2-8912-E1933F0A59F0	lemma/114407	L1059240
L96888	L96888-9D84656E-85C1-46EE-9E4F-743D76C32D9D	lemma/114424	L279771
L96889	L96889-57B8B053-B8C3-4541-AED3-F1C7434AF2C4	lemma/114426	L279772
L96890	L96890-ED1B2A15-D82E-4FE9-A393-72FA98CB61A7	lemma/114427	L279773
L96893	L96893-0FFE9083-28BD-44D9-AABA-42EC665A4B99	lemma/114432	L279775
L96894	L96894-A6258904-40E1-4310-9B9A-95A1224A877A	lemma/114434	L279776
L96895	L96895-435571FB-C720-4451-B35E-9A92C84379BB	lemma/114435	L279777
L96896	L96896-35F3BE89-D6E3-4476-83CA-0A7B4B84E902	lemma/114437	L279778
L96897	L96897-0C791033-AE02-4758-8485-3C3039BC704A	hypolemma/29515	L279779
L96898	L96898-9F2E02C1-AEFE-4EF2-B61B-93010B683A28	lemma/114438	L1059259
L96899	L96899-139E96A6-DBD1-4942-B009-3F174B398088	lemma/114439	L279781
L96902	L96902-BD99FA62-8293-4D53-8AC3-8499F40822AD	lemma/114445	L279785
L96906	L96906-F1D8341C-00A1-4CF5-BF0F-6ADE3F870EF7	lemma/114458	L279796
L96907	L96907-A6A65E04-341F-4A18-8B8B-65FA0FEF98C7	hypolemma/29598	L279797
L96908	L96908-528F63B4-E118-4374-B4C1-F150695ABC7A	lemma/114460	L279798
L96909	L96909-4A98C7F5-55B0-4E38-ABFC-607600AE05B9	lemma/114463	L279800
L96910	L96910-0AF59BB5-0ACE-408D-AE91-990D3C7B18AD	lemma/114437	L279778
L96912	L96912-69D4644A-35F3-4182-825A-7887C75BE19F	lemma/114464	L279802
L96914	L96914-19979E3E-8872-44D3-BB16-731F28422CEC	lemma/114470	L279803
L96915	L96915-17A0BAF0-8A52-4514-9F21-5DCA782958CC	lemma/114470	L279803
L96916	L96916-2E456064-68AB-43B3-BBB9-915D0D12C491	lemma/114476	L279804
L96917	L96917-0AFC62FA-1257-48BF-8B92-E7F20AA2B674	lemma/114477	L1059283
L96919	L96919-C434CD04-3C37-45E1-BAB3-9CD0D714BF1B	lemma/114479	L279805
L96920	L96920-F94BA168-E698-4BD1-9FED-4DC41802AE8C	lemma/114479	L279805
L96921	L96921-FBDC7C57-3346-4772-B997-687CE38625F7	lemma/114481	L279806
L96924	L96924-20BDA87F-0658-4025-B89E-EA0E7503B535	lemma/114485	L279809
L96925	L96925-0546174B-19CF-40B0-B5DA-75E5F6494949	lemma/114486	L279810
L96926	L96926-2AF106AC-CBD6-4B3F-BC7A-412757D0830E	lemma/114487	L279811
L96927	L96927-335B9B30-12A5-401D-9890-F9E15847E973	lemma/114487	L279811
L96930	L96930-B8FE89A9-B51D-4D1B-8643-4D1F812A8510	lemma/114489	L279812
L96931	L96931-DD431E48-20D3-439C-8F02-913DA0629951	lemma/114490	L1059291
L96933	L96933-B17932E4-5520-4A5B-BCC5-9B8EE91FA510	lemma/114492	L279814
L96936	L96936-518497EC-1E0A-41E1-91A4-5071373E2C0C	lemma/114496	L279818
L96937	L96937-6884E022-E4B8-4E07-B79D-81F90AF27254	lemma/114497	L279819
L96938	L96938-0F7FA0C6-7D27-4F78-A4CE-C538CD54EDC8	lemma/114498	L279820
L96940	L96940-3CB61DA8-4763-411F-BBAA-9819B0440022	lemma/114499	L279821
L96941	L96941-76670C92-2993-43CB-A272-10A27DBD3072	lemma/114499	L279821
L96942	L96942-FE4C0DB5-6839-49E7-B2C9-5F3B606A79E6	lemma/114502	L279823
L96943	L96943-14B599B9-1223-4A9F-B3C2-A45FA23103AB	lemma/114502	L279823
L96948	L96948-2C8AB99E-6D30-438B-BAFC-70AFC77A039E	lemma/114507	L279826
L96949	L96949-CDEBEFAA-4375-4EAF-B921-613D373BEB91	lemma/114507	L279826
L96950	L96950-FB3DB667-361C-486D-8A31-CA0047B47A88	lemma/114508	L279827
L96951	L96951-5BCC0A53-6A42-46EB-BFCB-F7B7D8A2E3FB	lemma/114508	L279827
L96953	L96953-02DAF258-AEBB-45FC-A035-02025975563A	lemma/114511	L279828
L96954	L96954-1BB78ABE-5B31-45A3-8936-9BCFFCF184FA	lemma/114512	L279829
L96955	L96955-941F5C2F-45B7-4493-B368-D7BE839E8542	lemma/114513	L279830
L96957	L96957-C11BBF60-CF98-4F85-9B47-0AE04F67AF3E	lemma/114496	L279818
L96958	L96958-593713C4-0BBC-4C25-804A-DDB9A5950D7E	lemma/114515	L1059300
L96959	L96959-D4FD47C5-9472-4FC1-B711-2E93F1CE1479	lemma/114517	L279831
L96960	L96960-766B3DC7-3C79-4BBE-BF0F-92967FD6B5E2	lemma/114515	L1059300
L96962	L96962-B938802D-8A43-4DD4-9B73-5D9A333832F8	lemma/114520	L279832
L96963	L96963-9799D089-4383-41EE-8F0F-06D298EAEBFB	lemma/114520	L279832
L96964	L96964-451B1C0E-B14A-467C-A6B9-5458077AC020	hypolemma/29691	L279834
L96965	L96965-B80EA1A9-E229-4677-849B-53DDF834FB3B	hypolemma/29691	L279834
L96966	L96966-B4FE302C-70CC-4654-866D-28242EBE384F	lemma/114525	L1059309
L96967	L96967-7D68504B-70A4-43D1-A09A-7A7FAD8AEEA1	lemma/114527	L279833
L96968	L96968-C3555F68-A438-41E3-92FE-6EF3465B9A51	lemma/115560	L279835
L96969	L96969-678752AE-36A4-4976-88FD-9648B7F61F5B	lemma/115501	L279836
L96970	L96970-BDC8D754-2DB5-471D-8261-492196C244CD	lemma/114551	L279837
L96973	L96973-F3C38AD4-6CDB-4E00-8397-3ABE5AD90C3F	lemma/114540	L279839
L96974	L96974-7539DCD9-6262-491C-8A8D-0159307D84F5	lemma/114540	L279839
L96975	L96975-31F8BFB9-178F-4AC4-B816-954274F4714D	lemma/115561	L1060106
L96976	L96976-91571F59-C6DB-4EFF-BB0C-015F74CAB80F	lemma/114546	L279840
L96978	L96978-D3783788-3535-404C-9145-D6B566942C6A	lemma/114549	L279843
L96979	L96979-B2CFB00C-3B7F-44D7-A640-85A801A052F2	lemma/115487	L279844
L96980	L96980-F6AE7EDE-8D81-4997-A886-BA76985A05A4	lemma/115486	L1060055
L96981	L96981-1CFCBC5E-AE6F-40EE-8A4D-F3C3FD36CF15	lemma/114833	L279846
L96983	L96983-F4F231FE-53C1-4C74-86A0-0BE93726C2C5	lemma/114553	L279847
L96984	L96984-4F062FD6-070A-4915-8950-CCF8C0E67B33	lemma/114561	L279848
L96985	L96985-EA5B2C88-5C3A-455A-97BC-AFE8D6100440	lemma/114564	L1059342
L96986	L96986-A2E882D0-D81B-42BB-B0E4-419A5C79A11B	lemma/114565	L279849
L96987	L96987-A6EABE57-5091-4D91-91C9-6266B761065F	lemma/114565	L279849
L96988	L96988-42DE5559-ABF3-4660-B38B-03C3B9AB0A5F	lemma/115545	L279850
L96989	L96989-136870B6-A312-4EDC-A18D-EF1DAF54200B	lemma/115545	L279850
L96990	L96990-CB370468-4375-4A9E-B551-8EECEBC373D5	lemma/114567	L279851
L96992	L96992-5BD8A26A-8188-49BB-98D2-97D80EE83741	lemma/115562	L279852
L96993	L96993-083BF97B-8B56-4E33-A064-190FFA21F54E	lemma/114570	L1059346
L96994	L96994-2A277614-86C8-4E2F-9B5A-0539A9DBE231	lemma/114577	L279855
L96995	L96995-5EF18743-1F54-4123-B135-A65D1153BD80	lemma/114593	L279864
L96997	L96997-AB748E74-1C73-488C-90E8-9CA7351199D7	lemma/135851	L279857
L97000	L97000-0BA91164-6528-4BF7-A630-10154756B641	lemma/114583	L279859
L97003	L97003-CA5D614A-37F5-4C74-8B16-DD78F3A7863A	lemma/114588	L279862
L97004	L97004-AF812F56-8EDD-46FD-AC74-FD92F6BA2338	lemma/114592	L279863
