testu_hitza	hitz_egokitua	lemma	mlv_lexeme	aingura	token_zbk	testuingurua-ezker	testu-hitza	eskuin-testuingurua
garratza	garratza	garratz	https://monumenta.wikibase.cloud/wiki/Lexeme:L29480	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	375	... degu gaur Virgiñaren icen au : miña ta	garratza	dan bezan bat , betor , ta bego ...
garratzac	garratzak	garratz	https://monumenta.wikibase.cloud/wiki/Lexeme:L29480	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1907	... pecatariac , ondo mereci zaituztenac ? Oñace itsu	garratzac	, larga-eguiozue biotz gaitzbaguedun orri : billa itzazue ...
gartua	gartua	gartu	https://monumenta.wikibase.cloud/wiki/Lexeme:L29544	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1567	... digute Jaungoicoarequico izan oi dan amodio bicia eta	gartua	, ceñaren chingarrac aiñ dira gozo , indartsu ...
gatoz	gatoz	gato	https://monumenta.wikibase.cloud/wiki/Lexeme:L29641	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4309	... damu au biciago , ta andiago . Zeugana	gatoz	gucioc , zeure amodioac gácartzi zeure óñetara : ...
gau	gau	gau	https://monumenta.wikibase.cloud/wiki/Lexeme:L29699	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#9	813	... eguzquiac ifar-lausoa beziñ erraś banatu eta deseguin cituen	gau	illun guztiac ; lurperatzen cituela andican sortu ciraden ...
gaua	gaua	gau	https://monumenta.wikibase.cloud/wiki/Lexeme:L29699	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	411	... zeure aurpeguiera damugarri orrec ? Cerentzat dezu soñeco	gaua	dirudien hori ? Cer eguin da zeure beguien ...
gauac	gauak	gau	https://monumenta.wikibase.cloud/wiki/Lexeme:L29699	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#7	426	... Jaincoac nai-ta , iguesi dijoaz gugandic illunac eta	gauac	; orduan Jaincoac berac izitutzen ditu alcargandic arguia ...
gauden	gauden	gaude	https://monumenta.wikibase.cloud/wiki/Lexeme:L29720	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	18	... Ceruco amabi signoetatic iraillean ,	gauden	ill onetan oi degu Libra , edo balanza ...
gaur	gaur	gaur	https://monumenta.wikibase.cloud/wiki/Lexeme:L29746	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	220	... , pecatu bagueco , Virgiñaren seme bacarrean .	Gaur	bada hitzeguin beardegu , Calvarioan ta gurutzearen ondoan ...
gaur	gaur	gaur	https://monumenta.wikibase.cloud/wiki/Lexeme:L29746	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	277	... , beiñ bederic aitatzeco ? eranzungo digot ,	gaur	bear guenduela icen orren eguna : baña ez ...
gaur	gaur	gaur	https://monumenta.wikibase.cloud/wiki/Lexeme:L29746	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	311	... Virgiñaren doloreac , eta orregatic alde eraguiten zaca	gaur	icenari . Nic esango det cer dan . ...
gaur	gaur	gaur	https://monumenta.wikibase.cloud/wiki/Lexeme:L29746	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	369	... bada ezti gozoa dan bezanbat , camporatzen degu	gaur	Virgiñaren icen au : miña ta garratza dan ...
gaurco	gaurko	gaurko	https://monumenta.wikibase.cloud/wiki/Lexeme:L29758	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	292	... egunic idorotzen dedala , ez eta Virgiñaren icenic	gaurco	euangelioan . Berriz ez bide dira ondo elcar ...
gaurco	gaurko	gaurko	https://monumenta.wikibase.cloud/wiki/Lexeme:L29758	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	384	... , betor , ta bego : eztagoca besteric	gaurco	egunari . Aldera gaquizquion bada gurutzeari , ta ...
gaurco	gaurko	gaurko	https://monumenta.wikibase.cloud/wiki/Lexeme:L29758	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	841	... doloreen itsaso samiña . Bada contraco bideric ,	gaurco	egunean , Virgiñaren dolore , damu , miñ ...
gaurco	gaurko	gaurko	https://monumenta.wikibase.cloud/wiki/Lexeme:L29758	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3362	... ballerá ) santu au compontzen deueenac . Badacust	gaurco	euangelioan Virgiña gurutzearen ondoan , baña eztacust beste ...
gaurco	gaurko	gaurko	https://monumenta.wikibase.cloud/wiki/Lexeme:L29758	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#2	8	... Argui asco degu	gaurco	Evangelioan . Cristo gure Jaunac ondratzen ditu Eleizaco ...
gautarrac	gautarrak	gautar	https://monumenta.wikibase.cloud/wiki/Lexeme:L29764	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#14	1066	... ditu . ¿Cer nai luquete bada hereje ichu	gautarrac	? ¿Beren begui lausoaquin , beren icusquera labur ...
gautu	gautu	gautu	https://monumenta.wikibase.cloud/wiki/Lexeme:L29767	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#9	753	... guztiac , infernuac bere goragaletan bota cituenac ,	gautu	zutela cirudien Eleiza Ama Santaren egun ederra . ...
gauza	gauza	gauza	https://monumenta.wikibase.cloud/wiki/Lexeme:L29772	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	62	... echean . Vstecabea dirudi onec ; baña da	gauza	bat egungo euanjelioac dionari ederqui dagocana . Esatendigu ...
gauza	gauza	gauza	https://monumenta.wikibase.cloud/wiki/Lexeme:L29772	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#9	1233	... au lurrean vici gueran artean , jaquin aldaguiquegun	gauza	, eta eztaquit , aingueruac ere jaquingo al ...
gauza	gauza	gauza	https://monumenta.wikibase.cloud/wiki/Lexeme:L29772	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2752	... beiñ iracurri neuan , Eutimion , ta Metafrasten	gauza	bat , arrezquero nere biotza chitez uquitzen didana ...
gauza	gauza	gauza	https://monumenta.wikibase.cloud/wiki/Lexeme:L29772	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3534	... , eizean ibiltea , hori bai , lizatequeala	gauza	itsusi , ta damugarri . Berriz ere esango ...
gauza	gauza	gauza	https://monumenta.wikibase.cloud/wiki/Lexeme:L29772	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4215	... bider , ceiñ maiz , ceiñ itsusqui cein	gauza	chiquiacgatic ? oi eta non da gueure lotsea ...
gauza	gauza	gauza	https://monumenta.wikibase.cloud/wiki/Lexeme:L29772	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1355	... guztietatic beguiratu bear : urruti chit eramango ginduque	gauza	onec ; itzeguingo degu aren Jangoicoarequico caridadeaz eta ...
gauza	gauza	gauza	https://monumenta.wikibase.cloud/wiki/Lexeme:L29772	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1555	... ¿Cer begui dira oriec ? Begui oyec beste	gauza	ascoren artean adierazotzen digute Jaungoicoarequico izan oi dan ...
gauzaric	gauzarik	gauza	https://monumenta.wikibase.cloud/wiki/Lexeme:L29772	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2851	... ere , Virgiña santea ? escatu eguiozu beste	gauzaric	: eta nai eztezunean , Juduac onda daguitzan ...
gaya	gaia	gai	https://monumenta.wikibase.cloud/wiki/Lexeme:L27987	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	631	... Cein dan latz eta gogor nere egungo bear	gaya	! ecin hitzic eguin daguiquet , graciac ezpadit ...
gaya	gaia	gai	https://monumenta.wikibase.cloud/wiki/Lexeme:L27987	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#14	1176	... ; beste argui guztien	gaya	eta jayotza ; beraz , San Agustiñ da ...
gazteric	gazterik	gazteria	https://monumenta.wikibase.cloud/wiki/Lexeme:L29926	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1017	... dan semeric ederrena , ceruac oraindaño prestatu deuen	gazteric	lirañena , doaiñic andi- enecoa , cintzo , ...
gazteric	gazterik	gazteria	https://monumenta.wikibase.cloud/wiki/Lexeme:L29926	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1267	... cutsuric ere etzeuana . Bacecusan gurutzearen ondoan ,	gazteric	ederren arc bicia justiciac aguindu ta galtzen ceuala ...
gaztétzera	gaztetzera	gaztetze	https://monumenta.wikibase.cloud/wiki/Lexeme:L29934	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#6	503	... : baña ichoc , oraindican vizcorra céagoc ,	gaztétzera	céac , baceaquic beré buruá chucunquiró edertzen , ...
gañean	gainean	gaine	https://monumenta.wikibase.cloud/wiki/Lexeme:L28108	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#9	1193	... aguintaria , ta erreguiña , ta beste gucien	gañean	Jaungoico baten ama izatea . Orain bada oec ...
gañera	gainera	gainera	https://monumenta.wikibase.cloud/wiki/Lexeme:L28112	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	2145	... gucien bagac ( ujolac ) eracarri dituzu nere	gañera	: bada baga oec gucioc limuritu ta jauci ...
gañeraco	gainerako	gainerako	https://monumenta.wikibase.cloud/wiki/Lexeme:L28113	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1838	... irabiatzen baleue bezalaco doloreac : ta onela beste	gañeraco	guztiac . Baña ala ere ezteue Virgiñaren doloreen ...
gañeracoac	gainerakoak	gainerako	https://monumenta.wikibase.cloud/wiki/Lexeme:L28113	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3435	... saldu , ta besteac ucatu deu , ta	gañeracoac	joan zaizca igues , utzitzen deueela bacarric bere ...
gañez	gainez	gaine	https://monumenta.wikibase.cloud/wiki/Lexeme:L28108	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	660	... esango digot , oñacez , damuz , miñez	gañez	eguiñic badago ? Graciaren escatzeac gogoratuco digo bere ...
gañez	gainez	gaine	https://monumenta.wikibase.cloud/wiki/Lexeme:L28108	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2512	... guciac itsasoan sartzen dirala , ta itsasoac ezteuala	gañez	eguiten . Virgiña santearen biotzean sartzen dira dolore ...
gañez	gainez	gaine	https://monumenta.wikibase.cloud/wiki/Lexeme:L28108	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	3700	... dan sentimenduric deueenac , Virgiña icusiagatic doloreen gueieguiaz	gañez	eguinic . Cer digot , damuric ta erruquiric ...
gende	jende	jende	https://monumenta.wikibase.cloud/wiki/Lexeme:L40157	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3913	... santeac digona . Eriotz hura eguin berrian ,	gende	guztiac sinistatu ceuan , Erregueac aguindu ta eguin ...
gende	jende	jende	https://monumenta.wikibase.cloud/wiki/Lexeme:L40157	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3940	... eguiazco baten señale aec , orduan conturatu zan	gende	gucia , ta ezagutu ceuan , etzeuala erregueac ...
gereizeac	jereizeak	jera	https://monumenta.wikibase.cloud/wiki/Lexeme:L40219	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#7	453	... Orducoac dira San Agustiñ- en odeyac ,	gereizeac	, utseguiñac , argui guztietatic argui uts , ...
geu	jeu	jea	https://monumenta.wikibase.cloud/wiki/Lexeme:L40089	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4322	... : besteac artzen dituzu ondo , ez algaituzu	geu	botaco zeugandic . Eztegu mereci zeure seme alaba ...
ginduque	jinduke	jin	https://monumenta.wikibase.cloud/wiki/Lexeme:L40303	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1354	... alde guztietatic beguiratu bear : urruti chit eramango	ginduque	gauza onec ; itzeguingo degu aren Jangoicoarequico caridadeaz ...
gloriaz	gloriaz	gloria	https://monumenta.wikibase.cloud/wiki/Lexeme:L31002	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4468	... emen diraugun artean graciaz , ta guero ceruan	gloriaz	. Ad quam nos perducat eu ? ...
gogaitu	gogaitu	gogaitu	https://monumenta.wikibase.cloud/wiki/Lexeme:L31145	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	44	... beiñ batean Justiciac lurrean lecuric arquitzen etzeuala ,	gogaitu	ta igues igo zala cerura , ta ifiñi ...
gogoan	gogoan	gogo	https://monumenta.wikibase.cloud/wiki/Lexeme:L31232	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3260	... beren gustuai darraiztenac , beren jostaetac aoan ,	gogoan	, biotzean darabiltzatenac , ta urtean beiñ , ...
gogoeta	gogoeta	gogoeta	https://monumenta.wikibase.cloud/wiki/Lexeme:L31255	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3312	... bai ezpata hura bere biotzean barrunago sartzera beren	gogoeta	itsusi loiaquin , beren queñu , siñu , ...
gogor	gogor	gogor	https://monumenta.wikibase.cloud/wiki/Lexeme:L31302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	627	... negar pecatariac nastutzeco ? Cein dan latz eta	gogor	nere egungo bear gaya ! ecin hitzic eguin ...
gogor	gogor	gogor	https://monumenta.wikibase.cloud/wiki/Lexeme:L31302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	691	... baña oraindio ichia dago , ta arria bezain	gogor	. Otseguingo ote digot Aita eternoari ? ay ...
gogor	gogor	gogor	https://monumenta.wikibase.cloud/wiki/Lexeme:L31302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1996	... josi daguidan damuz , ta dolorez neure biotz	gogor	au . Chitez naico det iltzea , ta ...
gogor	gogor	gogor	https://monumenta.wikibase.cloud/wiki/Lexeme:L31302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#14	2330	... ezta izango Juduen artean , orreec dira etsai	gogor	ezaguera baguecoac : baña eztala iñor ere Virgiña ...
gogor	gogor	gogor	https://monumenta.wikibase.cloud/wiki/Lexeme:L31302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	2972	... , alaco humildadez escatzeac mereci ote deu tratamentu	gogor	hori ...
gogor	gogor	gogor	https://monumenta.wikibase.cloud/wiki/Lexeme:L31302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4432	... zeure semeac , ez oraindaño bezala muquer ,	gogor	, legue bague ta aiñ esquer gaistocoac , ...
gogora	gogora	gogor	https://monumenta.wikibase.cloud/wiki/Lexeme:L31302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1732	...  	Gogora	ditzagun , iñon edo , aditu , edo ...
gogoratu	gogoratu	gogoratu	https://monumenta.wikibase.cloud/wiki/Lexeme:L31314	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1772	... du bai ; baña amorezco zorabiac ; argatic	gogoratu	zaizca alaco itzac , arteraño munduan aditu etciranac ...
gogoratuco	gogoratuko	gogoratu	https://monumenta.wikibase.cloud/wiki/Lexeme:L31314	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	665	... , miñez gañez eguiñic badago ? Graciaren escatzeac	gogoratuco	digo bere dolore gucien asiera , ta jaiotza ...
gogoratzea	gogoratzea	gogoratze	https://monumenta.wikibase.cloud/wiki/Lexeme:L31315	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	833	... batean , etzetorren ondo , bere icenean Virgiñari	gogoratzea	bere doloreen itsaso samiña . Bada contraco bideric ...
gogorrac	gogorrak	gogor	https://monumenta.wikibase.cloud/wiki/Lexeme:L31302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1746	... Martyreen tormentuac : ceiñ aundiac aec , ceiñ	gogorrac	, ceiñ izugarriac ! batzuec buru-baguetuac , besteac ...
gogorrac	gogorrak	gogor	https://monumenta.wikibase.cloud/wiki/Lexeme:L31302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1881	... ) . Eta dolore cruelac ! ha min	gogorrac	! nola atrevitzen cerate biotz garbi , biguiñ ...
gogorragoac	gogorragoak	gogor	https://monumenta.wikibase.cloud/wiki/Lexeme:L31302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	3750	... ; eztira abereac , bai aec baño latz	gogorragoac	 ...
gogorragoco	gogorragoko	gogor	https://monumenta.wikibase.cloud/wiki/Lexeme:L31302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1954	... zeure doloreac : badira eleiz onetan arria baño	gogorragoco	biotzac . Betoz nigana , nere biotz pecatari ...
gogorrez	gogorrez	gogor	https://monumenta.wikibase.cloud/wiki/Lexeme:L31302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1289	... baliz bezala : guciac aberasten cituena , iltze	gogorrez	lapur biren artean zur bati josia . Atozte ...
gogorric	gogorrik	gogor	https://monumenta.wikibase.cloud/wiki/Lexeme:L31302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2868	... beazunic baguecoa , ta eztagocan zeure biotzari escari	gogorric	, escatu eguiozu edolaric , atera zaguitzala alaco ...
goitic	goitik	goitika	https://monumenta.wikibase.cloud/wiki/Lexeme:L31502	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#6	422	... bateán , naiz áurquez , naiz atzez ,	goitic	, betíc , céarca , edo zucénca , ...
golpez	golpez	gola	https://monumenta.wikibase.cloud/wiki/Lexeme:L31590	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	4102	... bere biotza dolorez urratzen , ta bere bularra	golpez	zatitzen deuanic : cergatic eztan negar eguiten deuanic ...
golpez	golpez	gola	https://monumenta.wikibase.cloud/wiki/Lexeme:L31590	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4175	... eguin beardezuten ; autsi biotzac dolorez , bularrac	golpez	, beguiac negarrez ...
goragaletan	goragaletan	goragale	https://monumenta.wikibase.cloud/wiki/Lexeme:L31762	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#9	750	... beste Eleizaren etsai icaragarri guztiac , infernuac bere	goragaletan	bota cituenac , gautu zutela cirudien Eleiza Ama ...
gorago	gorago	gorago	https://monumenta.wikibase.cloud/wiki/Lexeme:L31766	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#9	1183	... sortzea , gracia guztiaz betea , aingueruac baño	gorago	jasoa , ceruarequin lurraren aguintaria , ta erreguiña ...
gorian	gorian	gori	https://monumenta.wikibase.cloud/wiki/Lexeme:L31975	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1761	... : batzuec azotéz mallatuac , besteac berun urtu	gorian	irabiatuac : batzuec surtan erre quiscalduac , besteac ...
gorian	gorian	gori	https://monumenta.wikibase.cloud/wiki/Lexeme:L31975	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1830	... : biotz arc sentitzen ditu , berun urtu	gorian	irabiatzen baleue bezalaco doloreac : ta onela beste ...
gorputz	gorputz	gorputz	https://monumenta.wikibase.cloud/wiki/Lexeme:L32036	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	460	... , izarrez burua , illarguiaz oñac , ta	gorputz	gucia eguzquiaz janci , ta ederturic ceucana . ...
gorputz	gorputz	gorputz	https://monumenta.wikibase.cloud/wiki/Lexeme:L32036	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	573	... , zeure bicia ? Ote da gurutzean dagoan	gorputz	itsusi beztu hura ? Oi eta hori orrela ...
gorputz	gorputz	gorputz	https://monumenta.wikibase.cloud/wiki/Lexeme:L32036	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1376	... , bizcarra bostorzaturic , besaburuac lauridiquituric , ta	gorputz	gucia zatituric . Cer diardu bada zure amodioac ...
gorputza	gorputza	gorputz	https://monumenta.wikibase.cloud/wiki/Lexeme:L32036	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	97	... biaquin balanza bat , ceñean pisatu zan Christoren	gorputza	 ...
gorputza	gorputza	gorputz	https://monumenta.wikibase.cloud/wiki/Lexeme:L32036	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3871	... : ta obian	gorputza	sártzeracoan , adiaca ta deadarrez asi ta negar ...
gorputzean	gorputzean	gorputz	https://monumenta.wikibase.cloud/wiki/Lexeme:L32036	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	2025	... amarenac bezalacoric . Santuac dioe , ecen Semeac	gorputzean	igaro cituan tormentuac , padeci-cituala Amac biotzean : ...
gorputzetic	gorputzetik	gorputz	https://monumenta.wikibase.cloud/wiki/Lexeme:L32036	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	2155	... baga oec gucioc limuritu ta jauci ciran semearen	gorputzetic	amaren biotzera ...
gorroto	gorroto	gorroto	https://monumenta.wikibase.cloud/wiki/Lexeme:L32144	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4259	... ta negarca ; artu daguiogun gueren biotzetan betico	gorroto	, ta etsaigo aundi bat pecatuari . Orrequin ...
gorrotoz	gorrotoz	gorroto	https://monumenta.wikibase.cloud/wiki/Lexeme:L32144	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4401	... , ta samur dedin ; bete eguidazu pecatuaren	gorrotoz	, ta Jaungoicoaren amodioz . ô Jesus Virgiñaren ...
gorrotó	gorroto	gorroto	https://monumenta.wikibase.cloud/wiki/Lexeme:L32144	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1479	... guizonai ? Certan ofenditu dituzu ? Cergatic dizute	gorrotó	, ta etsaigo aiñ aundia ? Ô emen ...
gozagarri	gozagarri	gozagarri	https://monumenta.wikibase.cloud/wiki/Lexeme:L32307	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2450	... bestetan , ezpada uts utsic zeure negarretan arquitu	gozagarri	piscaren bat . Baña cer diot ? Santu ...
gozagarri	gozagarri	gozagarri	https://monumenta.wikibase.cloud/wiki/Lexeme:L32307	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2463	... Santu ascoc diotenez , ceiñ ere dan pisca	gozagarri	hori , ucatu citzacan Virgiñari . Beste damuz ...
gozatu	gozatu	gozatu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32366	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3100	... zaituco zaituena . Vsteco dezue , hitz oequin	gozatu	zala Virgiña cerbait ? ez bada , dio ...
gozatuco	gozatuko	gozatu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32366	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2669	... negar eguin nai det , jaquiñez , cerbait	gozatuco	dizudala biotz samindu hori . Isuri eguizu neure ...
gozatuco	gozatuko	gozatu	https://monumenta.wikibase.cloud/wiki/Lexeme:L32366	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3581	... nizaz ? ta orra non Escuelaco anayac ere	gozatuco	ez lequizquioen Virgiñari bere doloreac ...
gozatzea	gozatzea	gozatze	https://monumenta.wikibase.cloud/wiki/Lexeme:L32371	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4239	... gueure escuan dago graciarequin batean Virgiñari bere doloreac	gozatzea	, ta ecartea bere atseguiñac , eta pozaldiac ...
gozatzeco	gozatzeko	gozatze	https://monumenta.wikibase.cloud/wiki/Lexeme:L32371	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2567	... Edolaric gueuc daguigun negar , gueure ama santea	gozatzeco	: daguigun gueure culpa itsusiacgatic , ceñac Virgiñari ...
gozatzeco	gozatzeko	gozatze	https://monumenta.wikibase.cloud/wiki/Lexeme:L32371	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2824	... eguidazu cerbait , hizcho batbederic , zeure ama	gozatzeco	ta consolatzeco : norc nizaz contu iduquico deu ...
gozatzen	gozatzen	gozatze	https://monumenta.wikibase.cloud/wiki/Lexeme:L32371	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#14	2280	... Minic aundiena guichitzen , edo	gozatzen	ei da , consueloren bat nombaitetic artzen danean ...
gozatzera	gozatzera	gozatze	https://monumenta.wikibase.cloud/wiki/Lexeme:L32371	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3291	... ez Virgiñari lagun eguitera , ez aren miñac	gozatzera	, ez negarrez egotera , bai pecatu berriac ...
gozo	gozo	gozo	https://monumenta.wikibase.cloud/wiki/Lexeme:L32384	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1403	... , onela hitzeguin ceguiquion . Ay nere seme	gozo	, nere beguietaco argui , nere biciaren bicia ...
gozo	gozo	gozo	https://monumenta.wikibase.cloud/wiki/Lexeme:L32384	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	2996	... ama , aiñ ondo aci cinduena , ain	gozo	bere bularrez bazcatu cinduena : cergatic bada deitzen ...
gozo	gozo	gozo	https://monumenta.wikibase.cloud/wiki/Lexeme:L32384	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#8	564	... ¡Au gaba argui ! ¡Au gaba	gozo	! ¡Ez nic iñoren egunetan ! San Agustiñen ...
gozo	gozo	gozo	https://monumenta.wikibase.cloud/wiki/Lexeme:L32384	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1570	... bicia eta gartua , ceñaren chingarrac aiñ dira	gozo	, indartsu , portiz ; non Jangoicoari berari ...
gozoa	gozoa	gozo	https://monumenta.wikibase.cloud/wiki/Lexeme:L32384	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	328	... ta icen au da alde batetic ezti ,	gozoa	, ta adierazotzen digu Jaungoicoaren ama bere aunditasun ...
gozoa	gozoa	gozo	https://monumenta.wikibase.cloud/wiki/Lexeme:L32384	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	364	... , atsecabez , damuz ? Orain bada ezti	gozoa	dan bezanbat , camporatzen degu gaur Virgiñaren icen ...
gozoa	gozoa	gozo	https://monumenta.wikibase.cloud/wiki/Lexeme:L32384	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	419	... dirudien hori ? Cer eguin da zeure beguien	gozoa	? nora joan da zeure arpeguico edertasuna ? ...
gozoago	gozoago	gozo	https://monumenta.wikibase.cloud/wiki/Lexeme:L32384	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1785	... ez eta obeagoric adituco ere , viziago ,	gozoago	, eta amorezco itzcundean andiagoac . Ona noraño ...
gozoaquin	gozoakin	gozo	https://monumenta.wikibase.cloud/wiki/Lexeme:L32384	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#9	805	... aundi , aiñ eraguille , alaco jaquiundearen errañu	gozoaquin	; non , eguzquiac ifar-lausoa beziñ erraś banatu ...
gozoena	gozoena	gozo	https://monumenta.wikibase.cloud/wiki/Lexeme:L32384	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	527	... manturic ederrena ! Orrela egon bear deu Virginaric	gozoena	, miñez , damuz , ezpataz ene biotza ...
gozoena	gozoena	gozo	https://monumenta.wikibase.cloud/wiki/Lexeme:L32384	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#9	1168	... : zor cion beiñicbeiñ munduan zan humeric eder	gozoena	izatea : are zor cion jatorriz degun pecatu ...
gozoá	gozoa	gozo	https://monumenta.wikibase.cloud/wiki/Lexeme:L32384	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	258	... banátzen deu gure hizcuntza edér , gurí ,	gozoá	. Iñárrusi beár guénduque gucioc hizjário eráusle motél ...
